"","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"1","SteCoe_31302",1.30892021697453e-10,9.00406217256777e-07,0.509576855697953,0.0792976055372412,8.50205044125704,0.0799554478763128,0.000180035231721043,0.00255979985815746,0.00736569706100685,0.00736569706100685
"2","SteCoe_34882",9.54629031935083e-11,9.00406217256777e-07,0.510963977641768,0.0789259499746148,8.97061574699488,0.0816677371218757,0.000153073866303174,0.00430356771719894,0.00732209282897129,0.00732209282897129
"3","SteCoe_6522",6.87001306460177e-11,9.00406217256777e-07,-0.519563822275724,0.07964534079022,8.41499082009972,0.0839478334740639,0.000229594210499402,0.00372222425448196,0.00738246216100893,0.00738246216100893
"4","SteCoe_8020",1.26282618665903e-10,9.00406217256777e-07,1.22191376522296,0.18998650160499,4.59689087819479,0.4804073586053,0.0133135576313383,0.0300002873191853,0.0192192008756587,0.0300002873191853
"5","SteCoe_20207",6.86392730196334e-10,3.77735647281647e-06,0.554494523627597,0.0898812042690806,6.71994279773417,0.0955177891742486,0.00144151896102141,0.00292986257811189,0.00825283809601081,0.00825283809601081
"6","SteCoe_4453",8.51310856139576e-10,3.90411158625609e-06,0.505498839934846,0.0823951940868952,7.6696024478475,0.0792713104117307,0.000506357751617097,0.00297709192716721,0.00764040385872346,0.00764040385872346
"7","SteCoe_20629",1.72923503829269e-08,6.79737590195165e-05,0.636671596083634,0.112942825043034,7.58396062028595,0.133085689933736,0.00053406321241858,0.014773234862023,0.00768357946143775,0.014773234862023
"8","SteCoe_19381",3.75522981480675e-08,0.000129161129480278,0.956964938913274,0.173930615655214,4.66514881396532,0.301961241448768,0.0098335268412436,0.0264687040333986,0.0185154514061708,0.0264687040333986
"9","SteCoe_27922",5.39006118414252e-08,0.000164792137269851,-0.480730457895287,0.0884030721649282,7.58018522477977,0.0763641247958415,0.00070201853754383,0.00867610526429317,0.00768554926624604,0.00867610526429317
"10","SteCoe_9191",1.90238262158753e-07,0.000523459602156024,0.436806031569609,0.0838619533395958,7.43134143244538,0.0634256574068052,0.000671658838374063,0.0075760806844633,0.00776773382314498,0.00776773382314498
"11","SteCoe_32635",6.43478639875387e-07,0.0016096325686192,-0.578658078350757,0.116250342780745,5.44561627626946,0.10605541168839,0.00390788779325602,0.00356125913502772,0.0123090828427129,0.0123090828427129
"12","SteCoe_22252",1.20045344010537e-06,0.00275263973816161,0.531692942824655,0.109501817305722,5.6666716436818,0.0885687087704496,0.0033034337903789,0.00170922372373698,0.011085343801528,0.011085343801528
"13","SteCoe_36444",1.45460597724853e-06,0.00305392114491181,0.379123502029968,0.0786992205287761,9.33897277315313,0.0476219090779024,8.96282704236031e-05,0.00591239858352631,0.00734265250378071,0.00734265250378071
"14","SteCoe_978",1.55381945154693e-06,0.00305392114491181,0.423681307213373,0.0881900207033399,6.90836408383451,0.0564070035538547,0.00125513425787463,0.00215186378111866,0.00807784144411199,0.00807784144411199
"15","SteCoe_14981",1.83472645482227e-06,0.00336562220872597,0.950742643145875,0.199282637500813,4.03489664792401,0.305961571250039,0.0208414358089523,0.0255426964593646,0.0268148477221843,0.0268148477221843
"16","SteCoe_16594",2.12336111141818e-06,0.0036239303472662,-0.392897801543706,0.0828668523963456,7.62908571682281,0.0478450704963648,0.000579827406378772,0.00146612693895689,0.0076604708649145,0.0076604708649145
"17","SteCoe_640",2.23894519201648e-06,0.0036239303472662,0.38337057230544,0.0810411603160898,8.0045760082868,0.0449808952052186,0.000382451902530672,0.000802876753840319,0.00749875169592314,0.00749875169592314
"18","SteCoe_5797",2.47459190892654e-06,0.00378282616477903,-0.470712199659061,0.0999343967088598,7.36759044099921,0.0754591877533689,0.000604518979397606,0.0113797413952789,0.00780499961109907,0.0113797413952789
"19","SteCoe_6354",2.97837042042193e-06,0.00431330739412263,0.46716903145762,0.0999868264199718,5.90368631223998,0.0685248009669193,0.00194988918927284,0.00211775051873227,0.0100469493597722,0.0100469493597722
"20","SteCoe_29697",4.18041465624549e-06,0.00575141448406255,0.50795214855341,0.110371474193745,7.47647429730249,0.088368291650138,0.000535418981246658,0.0140828157975941,0.00774187598102724,0.0140828157975941
"21","SteCoe_18807",7.27127987276877e-06,0.00952745414186216,0.507234878709758,0.113080998459689,5.54498758676548,0.0847837016698984,0.00360824877914717,0.0065217979088361,0.0117365258760211,0.0117365258760211
"22","SteCoe_20383",8.81779084081388e-06,0.0110286514898107,0.43496998085351,0.0978713951845393,6.07197597457183,0.0597893604655706,0.00198672439496801,0.00205286919497827,0.00950784759947391,0.00950784759947391
"23","SteCoe_12001",1.04304909191854e-05,0.011958557838846,-0.356641413387685,0.0809068225922692,7.99404137463011,0.0397871814439601,0.000352539374198162,0.00181979678714921,0.00750255735617414,0.00750255735617414
"24","SteCoe_25211",1.03256258596139e-05,0.011958557838846,0.435575623065348,0.0987646143415948,6.10879054169603,0.0644323541367447,0.00229952817833703,0.00771982797381627,0.00940581067691572,0.00940581067691572
"25","SteCoe_1898",1.14441164068577e-05,0.0125958522820438,0.381314210050895,0.0869009523461648,6.88277787016957,0.0490553419101595,0.00096418766030406,0.00628272417187983,0.00809794296210043,0.00809794296210043
"26","SteCoe_10900",1.52027698510195e-05,0.0160518777329437,0.384667765976579,0.0889255190626725,6.77605003805388,0.0490569206670237,0.00129571937601864,0.00492579210744784,0.00819357815266024,0.00819357815266024
"27","SteCoe_2519",1.75009569700651e-05,0.0160518777329437,-0.637432219217685,0.148426490138915,5.94613153266521,0.141723330906496,0.0037514994953367,0.0226850080746122,0.00989863712988001,0.0226850080746122
"28","SteCoe_26680",1.66399768592317e-05,0.0160518777329437,0.512645447656608,0.119059884519252,5.33917160109191,0.0812046312546311,0.00405675318996933,-0.00090605351834524,0.0129535541321159,0.0129535541321159
"29","SteCoe_6337",1.74121815469397e-05,0.0160518777329437,0.675664260354846,0.15728752592499,5.21830823261562,0.159222087046702,0.00593457294812764,0.0237526660257978,0.013767423057469,0.0237526660257978
"30","SteCoe_7212",1.72337833369284e-05,0.0160518777329437,0.430498873405118,0.100162354598913,6.0432551848812,0.0576226882386585,0.00244790543486322,0.000250633548784041,0.00959109129969488,0.00959109129969488
"31","SteCoe_10331",1.95603716444974e-05,0.0171518368984479,0.368611963920695,0.0863290020432956,7.04465512005503,0.0441672060809415,0.000958572266613079,0.00358112386312031,0.00798466364593652,0.00798466364593652
"32","SteCoe_11776",1.9946895651633e-05,0.0171518368984479,-0.414823289705837,0.0972511563299234,6.14195368175251,0.0551968817530743,0.00203122628333751,0.00273327138114575,0.00931811860567113,0.00931811860567113
"33","SteCoe_22878",2.08215885926142e-05,0.0173614191428598,-0.361682136805799,0.0849838333412236,7.39187801454473,0.0448077663557,0.000875753622686013,0.00654234761781719,0.00779094869255662,0.00779094869255662
"34","SteCoe_7519",2.29286187419676e-05,0.0185559962736464,0.432061962919334,0.102039087997626,5.92507181531122,0.0570943957964125,0.00252327712419135,-0.00106843198299124,0.00997109345107345,0.00997109345107345
"35","SteCoe_10926",2.55236117583759e-05,0.0195085472539853,-1.07636778765541,0.255662076489863,3.45432876843751,0.368624592023209,0.0379561780750218,-0.00988376776495961,0.0404795387511083,0.0404795387511083
"36","SteCoe_36781",2.52542907328603e-05,0.0195085472539853,0.401696783389106,0.0953579466795162,6.72302487557065,0.0565919159309866,0.00111800056559134,0.00979376502832881,0.00824940101134599,0.00979376502832881
"37","SteCoe_7616",2.62988397998502e-05,0.01955780745764,0.385984546460772,0.0918277438175005,6.78464235033,0.0522843221131095,0.00130692373741105,0.00881187770412396,0.00818509344504873,0.00881187770412396
"38","SteCoe_15774",3.41639254503511e-05,0.0247382782287332,1.17954565083128,0.284655048372284,7.04743708421871,0.490324029625939,0.00116987911956455,0.096064316757028,0.00798295807370005,0.096064316757028
